layer,geoid,topic,stratification,period,value
Zip code,54113,FVDEYLCV,A,2025-2026,13
Zip code,54113,FVDEYLCV,B,2025-2026,6
Zip code,54113,FVDEYLCV,ECO1,2025-2026,83
Zip code,54113,FVDEYLCV,EL1,2025-2026,8
Zip code,54113,FVDEYLCV,ENG3,2025-2026,370
Zip code,54113,FVDEYLCV,Error,2025-2026,756
Zip code,54113,FVDEYLCV,FEM3,2025-2026,196
Zip code,54113,FVDEYLCV,H,2025-2026,22
Zip code,54113,FVDEYLCV,K41,2025-2026,58
Zip code,54113,FVDEYLCV,KIN2,2025-2026,52
Zip code,54113,FVDEYLCV,MAL15,2025-2026,182
Zip code,54113,FVDEYLCV,NOT3,2025-2026,295
Zip code,54113,FVDEYLCV,P,2025-2026,1
Zip code,54113,FVDEYLCV,P1,2025-2026,1
Zip code,54113,FVDEYLCV,Q,2025-2026,19
Zip code,54113,FVDEYLCV,SWD1,2025-2026,61
Zip code,54113,FVDEYLCV,SWO1,2025-2026,317
Zip code,54113,FVDEYLCV,W,2025-2026,316
Zip code,54113,FVDEYLCV,X1S2,2025-2026,56
Zip code,54113,FVDEYLCV,X2N2,2025-2026,73
Zip code,54113,FVDEYLCV,X3R2,2025-2026,71
Zip code,54113,FVDEYLCV,X4T2,2025-2026,68
Zip code,54129,FVDEYLCV,,2025-2026,500
Zip code,54129,FVDEYLCV,A,2025-2026,1
Zip code,54129,FVDEYLCV,B,2025-2026,4
Zip code,54129,FVDEYLCV,ECO1,2025-2026,174
Zip code,54129,FVDEYLCV,EL1,2025-2026,43
Zip code,54129,FVDEYLCV,ENG3,2025-2026,457
Zip code,54129,FVDEYLCV,Error,2025-2026,1000
Zip code,54129,FVDEYLCV,FEM3,2025-2026,215
Zip code,54129,FVDEYLCV,H,2025-2026,94
Zip code,54129,FVDEYLCV,K41,2025-2026,30
Zip code,54129,FVDEYLCV,KIN2,2025-2026,38
Zip code,54129,FVDEYLCV,MAL15,2025-2026,285
Zip code,54129,FVDEYLCV,NOT3,2025-2026,326
Zip code,54129,FVDEYLCV,P1,2025-2026,2
Zip code,54129,FVDEYLCV,PK1,2025-2026,1
Zip code,54129,FVDEYLCV,Q,2025-2026,6
Zip code,54129,FVDEYLCV,SWD1,2025-2026,57
Zip code,54129,FVDEYLCV,SWO1,2025-2026,443
Zip code,54129,FVDEYLCV,W,2025-2026,393
Zip code,54129,FVDEYLCV,X1012,2025-2026,45
Zip code,54129,FVDEYLCV,X113,2025-2026,44
Zip code,54129,FVDEYLCV,X1210,2025-2026,37
Zip code,54129,FVDEYLCV,X1S2,2025-2026,26
Zip code,54129,FVDEYLCV,X2N2,2025-2026,21
Zip code,54129,FVDEYLCV,X3R2,2025-2026,34
Zip code,54129,FVDEYLCV,X4T2,2025-2026,27
Zip code,54129,FVDEYLCV,X5T3,2025-2026,39
Zip code,54129,FVDEYLCV,X6T3,2025-2026,41
Zip code,54129,FVDEYLCV,X7T2,2025-2026,37
Zip code,54129,FVDEYLCV,X8T2,2025-2026,41
Zip code,54129,FVDEYLCV,X9T3,2025-2026,39
Zip code,54130,FVDEYLCV,,2025-2026,4795
Zip code,54130,FVDEYLCV,A,2025-2026,104
Zip code,54130,FVDEYLCV,B,2025-2026,72
Zip code,54130,FVDEYLCV,ECO1,2025-2026,1135
Zip code,54130,FVDEYLCV,EL1,2025-2026,158
Zip code,54130,FVDEYLCV,ENG3,2025-2026,4637
Zip code,54130,FVDEYLCV,Error,2025-2026,9590
Zip code,54130,FVDEYLCV,FEM3,2025-2026,1687
Zip code,54130,FVDEYLCV,H,2025-2026,337
Zip code,54130,FVDEYLCV,K41,2025-2026,203
Zip code,54130,FVDEYLCV,KIN2,2025-2026,258
Zip code,54130,FVDEYLCV,MAL15,2025-2026,2551
Zip code,54130,FVDEYLCV,NON10,2025-2026,7
Zip code,54130,FVDEYLCV,NOT3,2025-2026,3660
Zip code,54130,FVDEYLCV,P,2025-2026,41
Zip code,54130,FVDEYLCV,PK1,2025-2026,32
Zip code,54130,FVDEYLCV,Q,2025-2026,262
Zip code,54130,FVDEYLCV,SWD1,2025-2026,824
Zip code,54130,FVDEYLCV,SWO1,2025-2026,3971
Zip code,54130,FVDEYLCV,UNK7,2025-2026,550
Zip code,54130,FVDEYLCV,W,2025-2026,3979
Zip code,54130,FVDEYLCV,X1012,2025-2026,412
Zip code,54130,FVDEYLCV,X113,2025-2026,433
Zip code,54130,FVDEYLCV,X1210,2025-2026,416
Zip code,54130,FVDEYLCV,X1S2,2025-2026,291
Zip code,54130,FVDEYLCV,X2N2,2025-2026,273
Zip code,54130,FVDEYLCV,X3R2,2025-2026,290
Zip code,54130,FVDEYLCV,X4T2,2025-2026,297
Zip code,54130,FVDEYLCV,X5T3,2025-2026,272
Zip code,54130,FVDEYLCV,X6T3,2025-2026,403
Zip code,54130,FVDEYLCV,X7T2,2025-2026,375
Zip code,54130,FVDEYLCV,X8T2,2025-2026,405
Zip code,54130,FVDEYLCV,X9T3,2025-2026,435
Zip code,54136,FVDEYLCV,,2025-2026,3186
Zip code,54136,FVDEYLCV,A,2025-2026,112
Zip code,54136,FVDEYLCV,B,2025-2026,36
Zip code,54136,FVDEYLCV,ECO1,2025-2026,609
Zip code,54136,FVDEYLCV,EL1,2025-2026,65
Zip code,54136,FVDEYLCV,ENG3,2025-2026,3120
Zip code,54136,FVDEYLCV,Error,2025-2026,6372
Zip code,54136,FVDEYLCV,FEM3,2025-2026,442
Zip code,54136,FVDEYLCV,H,2025-2026,189
Zip code,54136,FVDEYLCV,K41,2025-2026,48
Zip code,54136,FVDEYLCV,KIN2,2025-2026,76
Zip code,54136,FVDEYLCV,MAL15,2025-2026,1608
Zip code,54136,FVDEYLCV,NOT3,2025-2026,2577
Zip code,54136,FVDEYLCV,P,2025-2026,10
Zip code,54136,FVDEYLCV,P1,2025-2026,1
Zip code,54136,FVDEYLCV,Q,2025-2026,134
Zip code,54136,FVDEYLCV,SWD1,2025-2026,450
Zip code,54136,FVDEYLCV,SWO1,2025-2026,2736
Zip code,54136,FVDEYLCV,UNK4,2025-2026,1
Zip code,54136,FVDEYLCV,UNK7,2025-2026,1136
Zip code,54136,FVDEYLCV,W,2025-2026,2704
Zip code,54136,FVDEYLCV,X1012,2025-2026,389
Zip code,54136,FVDEYLCV,X113,2025-2026,390
Zip code,54136,FVDEYLCV,X1210,2025-2026,386
Zip code,54136,FVDEYLCV,X1S2,2025-2026,78
Zip code,54136,FVDEYLCV,X2N2,2025-2026,86
Zip code,54136,FVDEYLCV,X3R2,2025-2026,73
Zip code,54136,FVDEYLCV,X4T2,2025-2026,87
Zip code,54136,FVDEYLCV,X5T3,2025-2026,204
Zip code,54136,FVDEYLCV,X6T3,2025-2026,222
Zip code,54136,FVDEYLCV,X7T2,2025-2026,357
Zip code,54136,FVDEYLCV,X8T2,2025-2026,388
Zip code,54136,FVDEYLCV,X9T3,2025-2026,402
Zip code,54140,FVDEYLCV,,2025-2026,1572
Zip code,54140,FVDEYLCV,A,2025-2026,28
Zip code,54140,FVDEYLCV,B,2025-2026,32
Zip code,54140,FVDEYLCV,ECO1,2025-2026,488
Zip code,54140,FVDEYLCV,EL1,2025-2026,61
Zip code,54140,FVDEYLCV,ENG3,2025-2026,1511
Zip code,54140,FVDEYLCV,Error,2025-2026,3144
Zip code,54140,FVDEYLCV,FEM3,2025-2026,738
Zip code,54140,FVDEYLCV,H,2025-2026,160
Zip code,54140,FVDEYLCV,K41,2025-2026,60
Zip code,54140,FVDEYLCV,KIN2,2025-2026,108
Zip code,54140,FVDEYLCV,MAL15,2025-2026,834
Zip code,54140,FVDEYLCV,NOT3,2025-2026,1084
Zip code,54140,FVDEYLCV,P,2025-2026,12
Zip code,54140,FVDEYLCV,P1,2025-2026,3
Zip code,54140,FVDEYLCV,PK1,2025-2026,8
Zip code,54140,FVDEYLCV,Q,2025-2026,86
Zip code,54140,FVDEYLCV,SWD1,2025-2026,234
Zip code,54140,FVDEYLCV,SWO1,2025-2026,1338
Zip code,54140,FVDEYLCV,W,2025-2026,1251
Zip code,54140,FVDEYLCV,X1012,2025-2026,111
Zip code,54140,FVDEYLCV,X113,2025-2026,113
Zip code,54140,FVDEYLCV,X1210,2025-2026,123
Zip code,54140,FVDEYLCV,X1S2,2025-2026,99
Zip code,54140,FVDEYLCV,X2N2,2025-2026,120
Zip code,54140,FVDEYLCV,X3R2,2025-2026,122
Zip code,54140,FVDEYLCV,X4T2,2025-2026,117
Zip code,54140,FVDEYLCV,X5T3,2025-2026,131
Zip code,54140,FVDEYLCV,X6T3,2025-2026,117
Zip code,54140,FVDEYLCV,X7T2,2025-2026,108
Zip code,54140,FVDEYLCV,X8T2,2025-2026,107
Zip code,54140,FVDEYLCV,X9T3,2025-2026,128
Zip code,54165,FVDEYLCV,,2025-2026,1341
Zip code,54165,FVDEYLCV,A,2025-2026,10
Zip code,54165,FVDEYLCV,B,2025-2026,4
Zip code,54165,FVDEYLCV,ECO1,2025-2026,515
Zip code,54165,FVDEYLCV,EL1,2025-2026,12
Zip code,54165,FVDEYLCV,ENG3,2025-2026,1329
Zip code,54165,FVDEYLCV,Error,2025-2026,2682
Zip code,54165,FVDEYLCV,FEM3,2025-2026,621
Zip code,54165,FVDEYLCV,H,2025-2026,97
Zip code,54165,FVDEYLCV,K41,2025-2026,64
Zip code,54165,FVDEYLCV,KIN2,2025-2026,71
Zip code,54165,FVDEYLCV,MAL15,2025-2026,720
Zip code,54165,FVDEYLCV,NOT3,2025-2026,826
Zip code,54165,FVDEYLCV,P,2025-2026,127
Zip code,54165,FVDEYLCV,P1,2025-2026,1
Zip code,54165,FVDEYLCV,PK1,2025-2026,3
Zip code,54165,FVDEYLCV,Q,2025-2026,118
Zip code,54165,FVDEYLCV,SWD1,2025-2026,221
Zip code,54165,FVDEYLCV,SWO1,2025-2026,1120
Zip code,54165,FVDEYLCV,W,2025-2026,984
Zip code,54165,FVDEYLCV,X1012,2025-2026,127
Zip code,54165,FVDEYLCV,X113,2025-2026,142
Zip code,54165,FVDEYLCV,X1210,2025-2026,143
Zip code,54165,FVDEYLCV,X1S2,2025-2026,50
Zip code,54165,FVDEYLCV,X2N2,2025-2026,82
Zip code,54165,FVDEYLCV,X3R2,2025-2026,79
Zip code,54165,FVDEYLCV,X4T2,2025-2026,72
Zip code,54165,FVDEYLCV,X5T3,2025-2026,98
Zip code,54165,FVDEYLCV,X6T3,2025-2026,94
Zip code,54165,FVDEYLCV,X7T2,2025-2026,100
Zip code,54165,FVDEYLCV,X8T2,2025-2026,84
Zip code,54165,FVDEYLCV,X9T3,2025-2026,132
Zip code,54170,FVDEYLCV,,2025-2026,720
Zip code,54170,FVDEYLCV,A,2025-2026,1
Zip code,54170,FVDEYLCV,B,2025-2026,2
Zip code,54170,FVDEYLCV,ECO1,2025-2026,235
Zip code,54170,FVDEYLCV,EL1,2025-2026,25
Zip code,54170,FVDEYLCV,ENG3,2025-2026,695
Zip code,54170,FVDEYLCV,Error,2025-2026,1440
Zip code,54170,FVDEYLCV,FEM3,2025-2026,359
Zip code,54170,FVDEYLCV,H,2025-2026,77
Zip code,54170,FVDEYLCV,K41,2025-2026,38
Zip code,54170,FVDEYLCV,KIN2,2025-2026,46
Zip code,54170,FVDEYLCV,MAL15,2025-2026,361
Zip code,54170,FVDEYLCV,NOT3,2025-2026,485
Zip code,54170,FVDEYLCV,P,2025-2026,2
Zip code,54170,FVDEYLCV,PK1,2025-2026,2
Zip code,54170,FVDEYLCV,Q,2025-2026,19
Zip code,54170,FVDEYLCV,SWD1,2025-2026,84
Zip code,54170,FVDEYLCV,SWO1,2025-2026,636
Zip code,54170,FVDEYLCV,W,2025-2026,619
Zip code,54170,FVDEYLCV,X1012,2025-2026,50
Zip code,54170,FVDEYLCV,X113,2025-2026,53
Zip code,54170,FVDEYLCV,X1210,2025-2026,54
Zip code,54170,FVDEYLCV,X1S2,2025-2026,56
Zip code,54170,FVDEYLCV,X2N2,2025-2026,39
Zip code,54170,FVDEYLCV,X3R2,2025-2026,55
Zip code,54170,FVDEYLCV,X4T2,2025-2026,64
Zip code,54170,FVDEYLCV,X5T3,2025-2026,55
Zip code,54170,FVDEYLCV,X6T3,2025-2026,57
Zip code,54170,FVDEYLCV,X7T2,2025-2026,46
Zip code,54170,FVDEYLCV,X8T2,2025-2026,54
Zip code,54170,FVDEYLCV,X9T3,2025-2026,51
Zip code,54901,FVDEYLCV,,2025-2026,3637
Zip code,54901,FVDEYLCV,A,2025-2026,346
Zip code,54901,FVDEYLCV,B,2025-2026,674
Zip code,54901,FVDEYLCV,ECO1,2025-2026,2207
Zip code,54901,FVDEYLCV,EL1,2025-2026,486
Zip code,54901,FVDEYLCV,ENG3,2025-2026,3150
Zip code,54901,FVDEYLCV,Error,2025-2026,6078
Zip code,54901,FVDEYLCV,FEM3,2025-2026,1734
Zip code,54901,FVDEYLCV,H,2025-2026,363
Zip code,54901,FVDEYLCV,KIN2,2025-2026,232
Zip code,54901,FVDEYLCV,MAL15,2025-2026,1903
Zip code,54901,FVDEYLCV,NOT3,2025-2026,1430
Zip code,54901,FVDEYLCV,P,2025-2026,15
Zip code,54901,FVDEYLCV,P1,2025-2026,7
Zip code,54901,FVDEYLCV,Q,2025-2026,408
Zip code,54901,FVDEYLCV,SWD1,2025-2026,776
Zip code,54901,FVDEYLCV,SWO1,2025-2026,2861
Zip code,54901,FVDEYLCV,UNK4,2025-2026,1
Zip code,54901,FVDEYLCV,W,2025-2026,1824
Zip code,54901,FVDEYLCV,X1012,2025-2026,290
Zip code,54901,FVDEYLCV,X113,2025-2026,295
Zip code,54901,FVDEYLCV,X1210,2025-2026,362
Zip code,54901,FVDEYLCV,X1S2,2025-2026,270
Zip code,54901,FVDEYLCV,X2N2,2025-2026,263
Zip code,54901,FVDEYLCV,X3R2,2025-2026,276
Zip code,54901,FVDEYLCV,X4T2,2025-2026,279
Zip code,54901,FVDEYLCV,X5T3,2025-2026,284
Zip code,54901,FVDEYLCV,X6T3,2025-2026,263
Zip code,54901,FVDEYLCV,X7T2,2025-2026,263
Zip code,54901,FVDEYLCV,X8T2,2025-2026,265
Zip code,54901,FVDEYLCV,X9T3,2025-2026,295
Zip code,54902,FVDEYLCV,,2025-2026,4019
Zip code,54902,FVDEYLCV,A,2025-2026,298
Zip code,54902,FVDEYLCV,B,2025-2026,280
Zip code,54902,FVDEYLCV,ECO1,2025-2026,1613
Zip code,54902,FVDEYLCV,EL1,2025-2026,253
Zip code,54902,FVDEYLCV,ENG3,2025-2026,3764
Zip code,54902,FVDEYLCV,Error,2025-2026,8038
Zip code,54902,FVDEYLCV,FEM3,2025-2026,1163
Zip code,54902,FVDEYLCV,H,2025-2026,317
Zip code,54902,FVDEYLCV,K41,2025-2026,484
Zip code,54902,FVDEYLCV,KIN2,2025-2026,181
Zip code,54902,FVDEYLCV,MAL15,2025-2026,1907
Zip code,54902,FVDEYLCV,NOT3,2025-2026,2406
Zip code,54902,FVDEYLCV,P,2025-2026,14
Zip code,54902,FVDEYLCV,P1,2025-2026,3
Zip code,54902,FVDEYLCV,PK1,2025-2026,38
Zip code,54902,FVDEYLCV,Q,2025-2026,353
Zip code,54902,FVDEYLCV,SWD1,2025-2026,685
Zip code,54902,FVDEYLCV,SWO1,2025-2026,3334
Zip code,54902,FVDEYLCV,UNK4,2025-2026,2
Zip code,54902,FVDEYLCV,UNK7,2025-2026,949
Zip code,54902,FVDEYLCV,W,2025-2026,2754
Zip code,54902,FVDEYLCV,X1012,2025-2026,395
Zip code,54902,FVDEYLCV,X113,2025-2026,405
Zip code,54902,FVDEYLCV,X1210,2025-2026,430
Zip code,54902,FVDEYLCV,X1S2,2025-2026,190
Zip code,54902,FVDEYLCV,X2N2,2025-2026,186
Zip code,54902,FVDEYLCV,X3R2,2025-2026,237
Zip code,54902,FVDEYLCV,X4T2,2025-2026,207
Zip code,54902,FVDEYLCV,X5T3,2025-2026,220
Zip code,54902,FVDEYLCV,X6T3,2025-2026,211
Zip code,54902,FVDEYLCV,X7T2,2025-2026,250
Zip code,54902,FVDEYLCV,X8T2,2025-2026,232
Zip code,54902,FVDEYLCV,X9T3,2025-2026,353
Zip code,54904,FVDEYLCV,,2025-2026,1269
Zip code,54904,FVDEYLCV,A,2025-2026,83
Zip code,54904,FVDEYLCV,B,2025-2026,34
Zip code,54904,FVDEYLCV,ECO1,2025-2026,221
Zip code,54904,FVDEYLCV,EL1,2025-2026,54
Zip code,54904,FVDEYLCV,ENG3,2025-2026,1215
Zip code,54904,FVDEYLCV,Error,2025-2026,2538
Zip code,54904,FVDEYLCV,FEM3,2025-2026,621
Zip code,54904,FVDEYLCV,H,2025-2026,65
Zip code,54904,FVDEYLCV,KIN2,2025-2026,118
Zip code,54904,FVDEYLCV,MAL15,2025-2026,648
Zip code,54904,FVDEYLCV,NOT3,2025-2026,1048
Zip code,54904,FVDEYLCV,P,2025-2026,3
Zip code,54904,FVDEYLCV,Q,2025-2026,81
Zip code,54904,FVDEYLCV,SWD1,2025-2026,147
Zip code,54904,FVDEYLCV,SWO1,2025-2026,1122
Zip code,54904,FVDEYLCV,W,2025-2026,1003
Zip code,54904,FVDEYLCV,X1S2,2025-2026,119
Zip code,54904,FVDEYLCV,X2N2,2025-2026,142
Zip code,54904,FVDEYLCV,X3R2,2025-2026,140
Zip code,54904,FVDEYLCV,X4T2,2025-2026,150
Zip code,54904,FVDEYLCV,X5T3,2025-2026,141
Zip code,54904,FVDEYLCV,X6T3,2025-2026,143
Zip code,54904,FVDEYLCV,X7T2,2025-2026,159
Zip code,54904,FVDEYLCV,X8T2,2025-2026,157
Zip code,54911,FVDEYLCV,,2025-2026,4798
Zip code,54911,FVDEYLCV,A,2025-2026,494
Zip code,54911,FVDEYLCV,B,2025-2026,269
Zip code,54911,FVDEYLCV,ECO1,2025-2026,1871
Zip code,54911,FVDEYLCV,EL1,2025-2026,419
Zip code,54911,FVDEYLCV,ENG3,2025-2026,4379
Zip code,54911,FVDEYLCV,Error,2025-2026,9477
Zip code,54911,FVDEYLCV,FEM3,2025-2026,2473
Zip code,54911,FVDEYLCV,H,2025-2026,672
Zip code,54911,FVDEYLCV,K41,2025-2026,669
Zip code,54911,FVDEYLCV,KIN2,2025-2026,316
Zip code,54911,FVDEYLCV,MAL15,2025-2026,1982
Zip code,54911,FVDEYLCV,NOT3,2025-2026,2895
Zip code,54911,FVDEYLCV,P,2025-2026,23
Zip code,54911,FVDEYLCV,P1,2025-2026,10
Zip code,54911,FVDEYLCV,PK1,2025-2026,56
Zip code,54911,FVDEYLCV,Q,2025-2026,393
Zip code,54911,FVDEYLCV,SWD1,2025-2026,668
Zip code,54911,FVDEYLCV,SWO1,2025-2026,4010
Zip code,54911,FVDEYLCV,UNK3,2025-2026,32
Zip code,54911,FVDEYLCV,UNK6,2025-2026,120
Zip code,54911,FVDEYLCV,UNK7,2025-2026,343
Zip code,54911,FVDEYLCV,W,2025-2026,2937
Zip code,54911,FVDEYLCV,X1012,2025-2026,115
Zip code,54911,FVDEYLCV,X113,2025-2026,132
Zip code,54911,FVDEYLCV,X1210,2025-2026,117
Zip code,54911,FVDEYLCV,X1S2,2025-2026,308
Zip code,54911,FVDEYLCV,X2N2,2025-2026,334
Zip code,54911,FVDEYLCV,X3R2,2025-2026,351
Zip code,54911,FVDEYLCV,X4T2,2025-2026,344
Zip code,54911,FVDEYLCV,X5T3,2025-2026,349
Zip code,54911,FVDEYLCV,X6T3,2025-2026,518
Zip code,54911,FVDEYLCV,X7T2,2025-2026,567
Zip code,54911,FVDEYLCV,X8T2,2025-2026,557
Zip code,54911,FVDEYLCV,X9T3,2025-2026,65
Zip code,54913,FVDEYLCV,,2025-2026,2378
Zip code,54913,FVDEYLCV,A,2025-2026,174
Zip code,54913,FVDEYLCV,B,2025-2026,76
Zip code,54913,FVDEYLCV,ECO1,2025-2026,592
Zip code,54913,FVDEYLCV,EL1,2025-2026,136
Zip code,54913,FVDEYLCV,ENG3,2025-2026,2242
Zip code,54913,FVDEYLCV,Error,2025-2026,4674
Zip code,54913,FVDEYLCV,FEM3,2025-2026,1160
Zip code,54913,FVDEYLCV,H,2025-2026,217
Zip code,54913,FVDEYLCV,K41,2025-2026,78
Zip code,54913,FVDEYLCV,KIN2,2025-2026,93
Zip code,54913,FVDEYLCV,MAL15,2025-2026,1218
Zip code,54913,FVDEYLCV,NOT3,2025-2026,1786
Zip code,54913,FVDEYLCV,P,2025-2026,22
Zip code,54913,FVDEYLCV,P1,2025-2026,1
Zip code,54913,FVDEYLCV,PK1,2025-2026,8
Zip code,54913,FVDEYLCV,Q,2025-2026,114
Zip code,54913,FVDEYLCV,SWD1,2025-2026,326
Zip code,54913,FVDEYLCV,SWO1,2025-2026,1970
Zip code,54913,FVDEYLCV,UNK6,2025-2026,82
Zip code,54913,FVDEYLCV,W,2025-2026,1774
Zip code,54913,FVDEYLCV,X1012,2025-2026,432
Zip code,54913,FVDEYLCV,X113,2025-2026,421
Zip code,54913,FVDEYLCV,X1210,2025-2026,401
Zip code,54913,FVDEYLCV,X1S2,2025-2026,98
Zip code,54913,FVDEYLCV,X2N2,2025-2026,100
Zip code,54913,FVDEYLCV,X3R2,2025-2026,98
Zip code,54913,FVDEYLCV,X4T2,2025-2026,107
Zip code,54913,FVDEYLCV,X5T3,2025-2026,109
Zip code,54913,FVDEYLCV,X9T3,2025-2026,433
Zip code,54914,FVDEYLCV,,2025-2026,3872
Zip code,54914,FVDEYLCV,A,2025-2026,592
Zip code,54914,FVDEYLCV,B,2025-2026,296
Zip code,54914,FVDEYLCV,ECO1,2025-2026,1877
Zip code,54914,FVDEYLCV,EL1,2025-2026,546
Zip code,54914,FVDEYLCV,ENG3,2025-2026,3326
Zip code,54914,FVDEYLCV,Error,2025-2026,7744
Zip code,54914,FVDEYLCV,FEM3,2025-2026,1803
Zip code,54914,FVDEYLCV,H,2025-2026,556
Zip code,54914,FVDEYLCV,KIN2,2025-2026,253
Zip code,54914,FVDEYLCV,MAL15,2025-2026,2069
Zip code,54914,FVDEYLCV,NOT3,2025-2026,1995
Zip code,54914,FVDEYLCV,P,2025-2026,23
Zip code,54914,FVDEYLCV,P1,2025-2026,28
Zip code,54914,FVDEYLCV,PK1,2025-2026,12
Zip code,54914,FVDEYLCV,Q,2025-2026,340
Zip code,54914,FVDEYLCV,SWD1,2025-2026,744
Zip code,54914,FVDEYLCV,SWO1,2025-2026,3128
Zip code,54914,FVDEYLCV,W,2025-2026,2037
Zip code,54914,FVDEYLCV,X1012,2025-2026,284
Zip code,54914,FVDEYLCV,X113,2025-2026,278
Zip code,54914,FVDEYLCV,X1210,2025-2026,359
Zip code,54914,FVDEYLCV,X1S2,2025-2026,306
Zip code,54914,FVDEYLCV,X2N2,2025-2026,328
Zip code,54914,FVDEYLCV,X3R2,2025-2026,329
Zip code,54914,FVDEYLCV,X4T2,2025-2026,354
Zip code,54914,FVDEYLCV,X5T3,2025-2026,340
Zip code,54914,FVDEYLCV,X6T3,2025-2026,217
Zip code,54914,FVDEYLCV,X7T2,2025-2026,225
Zip code,54914,FVDEYLCV,X8T2,2025-2026,261
Zip code,54914,FVDEYLCV,X9T3,2025-2026,326
Zip code,54915,FVDEYLCV,,2025-2026,5482
Zip code,54915,FVDEYLCV,A,2025-2026,550
Zip code,54915,FVDEYLCV,B,2025-2026,203
Zip code,54915,FVDEYLCV,ECO1,2025-2026,1838
Zip code,54915,FVDEYLCV,EL1,2025-2026,477
Zip code,54915,FVDEYLCV,ENG3,2025-2026,5005
Zip code,54915,FVDEYLCV,Error,2025-2026,10964
Zip code,54915,FVDEYLCV,FEM3,2025-2026,2599
Zip code,54915,FVDEYLCV,H,2025-2026,695
Zip code,54915,FVDEYLCV,K41,2025-2026,145
Zip code,54915,FVDEYLCV,KIN2,2025-2026,427
Zip code,54915,FVDEYLCV,MAL15,2025-2026,2883
Zip code,54915,FVDEYLCV,NOT3,2025-2026,3644
Zip code,54915,FVDEYLCV,P,2025-2026,21
Zip code,54915,FVDEYLCV,P1,2025-2026,6
Zip code,54915,FVDEYLCV,PK1,2025-2026,30
Zip code,54915,FVDEYLCV,Q,2025-2026,361
Zip code,54915,FVDEYLCV,SWD1,2025-2026,983
Zip code,54915,FVDEYLCV,SWO1,2025-2026,4499
Zip code,54915,FVDEYLCV,W,2025-2026,3646
Zip code,54915,FVDEYLCV,X1012,2025-2026,289
Zip code,54915,FVDEYLCV,X113,2025-2026,394
Zip code,54915,FVDEYLCV,X1210,2025-2026,359
Zip code,54915,FVDEYLCV,X1S2,2025-2026,481
Zip code,54915,FVDEYLCV,X2N2,2025-2026,466
Zip code,54915,FVDEYLCV,X3R2,2025-2026,487
Zip code,54915,FVDEYLCV,X4T2,2025-2026,505
Zip code,54915,FVDEYLCV,X5T3,2025-2026,449
Zip code,54915,FVDEYLCV,X6T3,2025-2026,482
Zip code,54915,FVDEYLCV,X7T2,2025-2026,310
Zip code,54915,FVDEYLCV,X8T2,2025-2026,325
Zip code,54915,FVDEYLCV,X9T3,2025-2026,333
Zip code,54942,FVDEYLCV,,2025-2026,1800
Zip code,54942,FVDEYLCV,A,2025-2026,30
Zip code,54942,FVDEYLCV,B,2025-2026,11
Zip code,54942,FVDEYLCV,ECO1,2025-2026,224
Zip code,54942,FVDEYLCV,EL1,2025-2026,83
Zip code,54942,FVDEYLCV,ENG3,2025-2026,1717
Zip code,54942,FVDEYLCV,Error,2025-2026,3495
Zip code,54942,FVDEYLCV,FEM3,2025-2026,872
Zip code,54942,FVDEYLCV,H,2025-2026,136
Zip code,54942,FVDEYLCV,K41,2025-2026,154
Zip code,54942,FVDEYLCV,KIN2,2025-2026,154
Zip code,54942,FVDEYLCV,MAL15,2025-2026,928
Zip code,54942,FVDEYLCV,NOT3,2025-2026,1576
Zip code,54942,FVDEYLCV,P,2025-2026,8
Zip code,54942,FVDEYLCV,PK1,2025-2026,7
Zip code,54942,FVDEYLCV,Q,2025-2026,48
Zip code,54942,FVDEYLCV,SWD1,2025-2026,193
Zip code,54942,FVDEYLCV,SWO1,2025-2026,1502
Zip code,54942,FVDEYLCV,UNK6,2025-2026,105
Zip code,54942,FVDEYLCV,W,2025-2026,1567
Zip code,54942,FVDEYLCV,X1S2,2025-2026,176
Zip code,54942,FVDEYLCV,X2N2,2025-2026,179
Zip code,54942,FVDEYLCV,X3R2,2025-2026,203
Zip code,54942,FVDEYLCV,X4T2,2025-2026,204
Zip code,54942,FVDEYLCV,X5T3,2025-2026,199
Zip code,54942,FVDEYLCV,X6T3,2025-2026,157
Zip code,54942,FVDEYLCV,X7T2,2025-2026,199
Zip code,54942,FVDEYLCV,X8T2,2025-2026,168
Zip code,54944,FVDEYLCV,,2025-2026,2322
Zip code,54944,FVDEYLCV,A,2025-2026,46
Zip code,54944,FVDEYLCV,B,2025-2026,11
Zip code,54944,FVDEYLCV,ECO1,2025-2026,360
Zip code,54944,FVDEYLCV,EL1,2025-2026,23
Zip code,54944,FVDEYLCV,ENG3,2025-2026,2299
Zip code,54944,FVDEYLCV,Error,2025-2026,4644
Zip code,54944,FVDEYLCV,FEM3,2025-2026,1118
Zip code,54944,FVDEYLCV,H,2025-2026,114
Zip code,54944,FVDEYLCV,K41,2025-2026,49
Zip code,54944,FVDEYLCV,KIN2,2025-2026,66
Zip code,54944,FVDEYLCV,MAL15,2025-2026,1204
Zip code,54944,FVDEYLCV,NOT3,2025-2026,1962
Zip code,54944,FVDEYLCV,P,2025-2026,3
Zip code,54944,FVDEYLCV,PK1,2025-2026,1
Zip code,54944,FVDEYLCV,Q,2025-2026,51
Zip code,54944,FVDEYLCV,SWD1,2025-2026,221
Zip code,54944,FVDEYLCV,SWO1,2025-2026,2101
