layer,geoid,topic,stratification,period,value
City or town,5560500,FVDEYLCV,Error,2025-2026,16654
City or town,5560500,FVDEYLCV,FEM3,2025-2026,3518
City or town,5560500,FVDEYLCV,H,2025-2026,745
City or town,5560500,FVDEYLCV,K41,2025-2026,484
City or town,5560500,FVDEYLCV,KIN2,2025-2026,531
City or town,5560500,FVDEYLCV,MAL15,2025-2026,4458
City or town,5560500,FVDEYLCV,NOT3,2025-2026,4884
City or town,5560500,FVDEYLCV,P,2025-2026,32
City or town,5560500,FVDEYLCV,P1,2025-2026,10
City or town,5560500,FVDEYLCV,PK1,2025-2026,38
City or town,5560500,FVDEYLCV,Q,2025-2026,842
City or town,5560500,FVDEYLCV,SWD1,2025-2026,1608
City or town,5560500,FVDEYLCV,SWO1,2025-2026,7317
City or town,5560500,FVDEYLCV,UNK4,2025-2026,3
City or town,5560500,FVDEYLCV,UNK7,2025-2026,949
City or town,5560500,FVDEYLCV,W,2025-2026,5581
City or town,5560500,FVDEYLCV,X1012,2025-2026,685
City or town,5560500,FVDEYLCV,X113,2025-2026,700
City or town,5560500,FVDEYLCV,X1210,2025-2026,792
City or town,5560500,FVDEYLCV,X1S2,2025-2026,579
City or town,5560500,FVDEYLCV,X2N2,2025-2026,591
City or town,5560500,FVDEYLCV,X3R2,2025-2026,653
City or town,5560500,FVDEYLCV,X4T2,2025-2026,636
City or town,5560500,FVDEYLCV,X5T3,2025-2026,645
City or town,5560500,FVDEYLCV,X6T3,2025-2026,617
City or town,5560500,FVDEYLCV,X7T2,2025-2026,672
City or town,5560500,FVDEYLCV,X8T2,2025-2026,654
City or town,5560500,FVDEYLCV,X9T3,2025-2026,648
City or town,5572725,FVDEYLCV,,2025-2026,1341
City or town,5572725,FVDEYLCV,A,2025-2026,10
City or town,5572725,FVDEYLCV,B,2025-2026,4
City or town,5572725,FVDEYLCV,ECO1,2025-2026,515
City or town,5572725,FVDEYLCV,EL1,2025-2026,12
City or town,5572725,FVDEYLCV,ENG3,2025-2026,1329
City or town,5572725,FVDEYLCV,Error,2025-2026,2682
City or town,5572725,FVDEYLCV,FEM3,2025-2026,621
City or town,5572725,FVDEYLCV,H,2025-2026,97
City or town,5572725,FVDEYLCV,K41,2025-2026,64
City or town,5572725,FVDEYLCV,KIN2,2025-2026,71
City or town,5572725,FVDEYLCV,MAL15,2025-2026,720
City or town,5572725,FVDEYLCV,NOT3,2025-2026,826
City or town,5572725,FVDEYLCV,P,2025-2026,127
City or town,5572725,FVDEYLCV,P1,2025-2026,1
City or town,5572725,FVDEYLCV,PK1,2025-2026,3
City or town,5572725,FVDEYLCV,Q,2025-2026,118
City or town,5572725,FVDEYLCV,SWD1,2025-2026,221
City or town,5572725,FVDEYLCV,SWO1,2025-2026,1120
City or town,5572725,FVDEYLCV,W,2025-2026,984
City or town,5572725,FVDEYLCV,X1012,2025-2026,127
City or town,5572725,FVDEYLCV,X113,2025-2026,142
City or town,5572725,FVDEYLCV,X1210,2025-2026,143
City or town,5572725,FVDEYLCV,X1S2,2025-2026,50
City or town,5572725,FVDEYLCV,X2N2,2025-2026,82
City or town,5572725,FVDEYLCV,X3R2,2025-2026,79
City or town,5572725,FVDEYLCV,X4T2,2025-2026,72
City or town,5572725,FVDEYLCV,X5T3,2025-2026,98
City or town,5572725,FVDEYLCV,X6T3,2025-2026,94
City or town,5572725,FVDEYLCV,X7T2,2025-2026,100
City or town,5572725,FVDEYLCV,X8T2,2025-2026,84
City or town,5572725,FVDEYLCV,X9T3,2025-2026,132
City or town,5573625,FVDEYLCV,,2025-2026,720
City or town,5573625,FVDEYLCV,A,2025-2026,1
City or town,5573625,FVDEYLCV,B,2025-2026,2
City or town,5573625,FVDEYLCV,ECO1,2025-2026,235
City or town,5573625,FVDEYLCV,EL1,2025-2026,25
City or town,5573625,FVDEYLCV,ENG3,2025-2026,695
City or town,5573625,FVDEYLCV,Error,2025-2026,1440
City or town,5573625,FVDEYLCV,FEM3,2025-2026,359
City or town,5573625,FVDEYLCV,H,2025-2026,77
City or town,5573625,FVDEYLCV,K41,2025-2026,38
City or town,5573625,FVDEYLCV,KIN2,2025-2026,46
City or town,5573625,FVDEYLCV,MAL15,2025-2026,361
City or town,5573625,FVDEYLCV,NOT3,2025-2026,485
City or town,5573625,FVDEYLCV,P,2025-2026,2
City or town,5573625,FVDEYLCV,PK1,2025-2026,2
City or town,5573625,FVDEYLCV,Q,2025-2026,19
City or town,5573625,FVDEYLCV,SWD1,2025-2026,84
City or town,5573625,FVDEYLCV,SWO1,2025-2026,636
City or town,5573625,FVDEYLCV,W,2025-2026,619
City or town,5573625,FVDEYLCV,X1012,2025-2026,50
City or town,5573625,FVDEYLCV,X113,2025-2026,53
City or town,5573625,FVDEYLCV,X1210,2025-2026,54
City or town,5573625,FVDEYLCV,X1S2,2025-2026,56
City or town,5573625,FVDEYLCV,X2N2,2025-2026,39
City or town,5573625,FVDEYLCV,X3R2,2025-2026,55
City or town,5573625,FVDEYLCV,X4T2,2025-2026,64
City or town,5573625,FVDEYLCV,X5T3,2025-2026,55
City or town,5573625,FVDEYLCV,X6T3,2025-2026,57
City or town,5573625,FVDEYLCV,X7T2,2025-2026,46
City or town,5573625,FVDEYLCV,X8T2,2025-2026,54
City or town,5573625,FVDEYLCV,X9T3,2025-2026,51
City or town,5577400,FVDEYLCV,,2025-2026,166
City or town,5577400,FVDEYLCV,A,2025-2026,1
City or town,5577400,FVDEYLCV,ECO1,2025-2026,10
City or town,5577400,FVDEYLCV,ENG3,2025-2026,166
City or town,5577400,FVDEYLCV,Error,2025-2026,332
City or town,5577400,FVDEYLCV,FEM3,2025-2026,79
City or town,5577400,FVDEYLCV,K41,2025-2026,6
City or town,5577400,FVDEYLCV,KIN2,2025-2026,7
City or town,5577400,FVDEYLCV,MAL15,2025-2026,87
City or town,5577400,FVDEYLCV,NOT3,2025-2026,69
City or town,5577400,FVDEYLCV,Q,2025-2026,3
City or town,5577400,FVDEYLCV,SWD1,2025-2026,30
City or town,5577400,FVDEYLCV,SWO1,2025-2026,136
City or town,5577400,FVDEYLCV,UNK3,2025-2026,87
City or town,5577400,FVDEYLCV,W,2025-2026,162
City or town,5577400,FVDEYLCV,X1012,2025-2026,16
City or town,5577400,FVDEYLCV,X113,2025-2026,13
City or town,5577400,FVDEYLCV,X1210,2025-2026,5
City or town,5577400,FVDEYLCV,X1S2,2025-2026,12
City or town,5577400,FVDEYLCV,X2N2,2025-2026,16
City or town,5577400,FVDEYLCV,X3R2,2025-2026,14
City or town,5577400,FVDEYLCV,X4T2,2025-2026,12
City or town,5577400,FVDEYLCV,X5T3,2025-2026,12
City or town,5577400,FVDEYLCV,X6T3,2025-2026,11
City or town,5577400,FVDEYLCV,X7T2,2025-2026,14
City or town,5577400,FVDEYLCV,X8T2,2025-2026,21
City or town,5577400,FVDEYLCV,X9T3,2025-2026,7
City or town,5587900,FVDEYLCV,,2025-2026,1739
City or town,5587900,FVDEYLCV,A,2025-2026,12
City or town,5587900,FVDEYLCV,B,2025-2026,10
City or town,5587900,FVDEYLCV,ECO1,2025-2026,349
City or town,5587900,FVDEYLCV,EL1,2025-2026,4
City or town,5587900,FVDEYLCV,ENG3,2025-2026,1735
City or town,5587900,FVDEYLCV,Error,2025-2026,3476
City or town,5587900,FVDEYLCV,FEM3,2025-2026,864
City or town,5587900,FVDEYLCV,H,2025-2026,32
City or town,5587900,FVDEYLCV,K41,2025-2026,97
City or town,5587900,FVDEYLCV,KIN2,2025-2026,98
City or town,5587900,FVDEYLCV,MAL15,2025-2026,863
City or town,5587900,FVDEYLCV,NOT3,2025-2026,1389
City or town,5587900,FVDEYLCV,P,2025-2026,5
City or town,5587900,FVDEYLCV,P1,2025-2026,1
City or town,5587900,FVDEYLCV,PK1,2025-2026,8
City or town,5587900,FVDEYLCV,Q,2025-2026,39
City or town,5587900,FVDEYLCV,SWD1,2025-2026,182
City or town,5587900,FVDEYLCV,SWO1,2025-2026,1556
City or town,5587900,FVDEYLCV,UNK3,2025-2026,1
City or town,5587900,FVDEYLCV,UNK6,2025-2026,1
City or town,5587900,FVDEYLCV,UNK7,2025-2026,12
City or town,5587900,FVDEYLCV,W,2025-2026,1640
City or town,5587900,FVDEYLCV,X1012,2025-2026,134
City or town,5587900,FVDEYLCV,X113,2025-2026,97
City or town,5587900,FVDEYLCV,X1210,2025-2026,147
City or town,5587900,FVDEYLCV,X1S2,2025-2026,117
City or town,5587900,FVDEYLCV,X2N2,2025-2026,116
City or town,5587900,FVDEYLCV,X3R2,2025-2026,131
City or town,5587900,FVDEYLCV,X4T2,2025-2026,122
City or town,5587900,FVDEYLCV,X5T3,2025-2026,142
City or town,5587900,FVDEYLCV,X6T3,2025-2026,120
City or town,5587900,FVDEYLCV,X7T2,2025-2026,136
City or town,5587900,FVDEYLCV,X8T2,2025-2026,143
City or town,5587900,FVDEYLCV,X9T3,2025-2026,131
County,55015,FVDEYLCV,,2025-2026,6923
County,55015,FVDEYLCV,A,2025-2026,308
County,55015,FVDEYLCV,B,2025-2026,146
County,55015,FVDEYLCV,ECO1,2025-2026,2059
County,55015,FVDEYLCV,EL1,2025-2026,514
County,55015,FVDEYLCV,ENG3,2025-2026,6409
County,55015,FVDEYLCV,FEM3,2025-2026,3273
County,55015,FVDEYLCV,H,2025-2026,861
County,55015,FVDEYLCV,K41,2025-2026,304
County,55015,FVDEYLCV,KIN2,2025-2026,523
County,55015,FVDEYLCV,MAL15,2025-2026,3623
County,55015,FVDEYLCV,NOT3,2025-2026,4767
County,55015,FVDEYLCV,P,2025-2026,12
County,55015,FVDEYLCV,P1,2025-2026,7
County,55015,FVDEYLCV,PK1,2025-2026,47
County,55015,FVDEYLCV,Q,2025-2026,304
County,55015,FVDEYLCV,SWD1,2025-2026,1148
County,55015,FVDEYLCV,SWO1,2025-2026,5765
County,55015,FVDEYLCV,UNK3,2025-2026,97
County,55015,FVDEYLCV,UNK6,2025-2026,10
County,55015,FVDEYLCV,UNK7,2025-2026,27
County,55015,FVDEYLCV,Unknown,2025-2026,13846
County,55015,FVDEYLCV,W,2025-2026,5285
County,55015,FVDEYLCV,X1012,2025-2026,333
County,55015,FVDEYLCV,X113,2025-2026,300
County,55015,FVDEYLCV,X1210,2025-2026,296
County,55015,FVDEYLCV,X1S2,2025-2026,558
County,55015,FVDEYLCV,X2N2,2025-2026,539
County,55015,FVDEYLCV,X3R2,2025-2026,612
County,55015,FVDEYLCV,X4T2,2025-2026,632
County,55015,FVDEYLCV,X5T3,2025-2026,558
County,55015,FVDEYLCV,X6T3,2025-2026,722
County,55015,FVDEYLCV,X7T2,2025-2026,588
County,55015,FVDEYLCV,X8T2,2025-2026,636
County,55015,FVDEYLCV,X9T3,2025-2026,275
County,55087,FVDEYLCV,,2025-2026,30177
County,55087,FVDEYLCV,A,2025-2026,1965
County,55087,FVDEYLCV,B,2025-2026,914
County,55087,FVDEYLCV,ECO1,2025-2026,9138
County,55087,FVDEYLCV,EL1,2025-2026,1770
County,55087,FVDEYLCV,ENG3,2025-2026,28406
County,55087,FVDEYLCV,FEM3,2025-2026,12879
County,55087,FVDEYLCV,H,2025-2026,2934
County,55087,FVDEYLCV,K41,2025-2026,1493
County,55087,FVDEYLCV,KIN2,2025-2026,1734
County,55087,FVDEYLCV,MAL15,2025-2026,15261
County,55087,FVDEYLCV,NON10,2025-2026,7
County,55087,FVDEYLCV,NOT3,2025-2026,21006
County,55087,FVDEYLCV,P,2025-2026,289
County,55087,FVDEYLCV,P1,2025-2026,46
County,55087,FVDEYLCV,PK1,2025-2026,131
County,55087,FVDEYLCV,Q,2025-2026,1783
County,55087,FVDEYLCV,SWD1,2025-2026,4530
County,55087,FVDEYLCV,SWO1,2025-2026,25339
County,55087,FVDEYLCV,UNK3,2025-2026,33
County,55087,FVDEYLCV,UNK4,2025-2026,1
County,55087,FVDEYLCV,UNK6,2025-2026,308
County,55087,FVDEYLCV,UNK7,2025-2026,2030
County,55087,FVDEYLCV,Unknown,2025-2026,60354
County,55087,FVDEYLCV,W,2025-2026,22246
County,55087,FVDEYLCV,X1012,2025-2026,2541
County,55087,FVDEYLCV,X113,2025-2026,2694
County,55087,FVDEYLCV,X1210,2025-2026,2678
County,55087,FVDEYLCV,X1S2,2025-2026,1840
County,55087,FVDEYLCV,X2N2,2025-2026,1932
County,55087,FVDEYLCV,X3R2,2025-2026,1993
County,55087,FVDEYLCV,X4T2,2025-2026,2055
County,55087,FVDEYLCV,X5T3,2025-2026,2103
County,55087,FVDEYLCV,X6T3,2025-2026,1959
County,55087,FVDEYLCV,X7T2,2025-2026,2126
County,55087,FVDEYLCV,X8T2,2025-2026,2200
County,55087,FVDEYLCV,X9T3,2025-2026,2698
County,55139,FVDEYLCV,,2025-2026,21221
County,55139,FVDEYLCV,A,2025-2026,1204
County,55139,FVDEYLCV,B,2025-2026,1463
County,55139,FVDEYLCV,ECO1,2025-2026,8165
County,55139,FVDEYLCV,EL1,2025-2026,1473
County,55139,FVDEYLCV,ENG3,2025-2026,19745
County,55139,FVDEYLCV,FEM3,2025-2026,9440
County,55139,FVDEYLCV,H,2025-2026,2056
County,55139,FVDEYLCV,K41,2025-2026,1113
County,55139,FVDEYLCV,KIN2,2025-2026,1290
County,55139,FVDEYLCV,MAL15,2025-2026,10799
County,55139,FVDEYLCV,NOT3,2025-2026,13034
County,55139,FVDEYLCV,P,2025-2026,89
County,55139,FVDEYLCV,P1,2025-2026,29
County,55139,FVDEYLCV,PK1,2025-2026,103
County,55139,FVDEYLCV,Q,2025-2026,1552
County,55139,FVDEYLCV,SWD1,2025-2026,3678
County,55139,FVDEYLCV,SWO1,2025-2026,17521
County,55139,FVDEYLCV,UNK3,2025-2026,22
County,55139,FVDEYLCV,UNK4,2025-2026,3
County,55139,FVDEYLCV,UNK6,2025-2026,22
County,55139,FVDEYLCV,UNK7,2025-2026,982
County,55139,FVDEYLCV,Unknown,2025-2026,42442
County,55139,FVDEYLCV,W,2025-2026,14828
County,55139,FVDEYLCV,X1012,2025-2026,1627
County,55139,FVDEYLCV,X113,2025-2026,1654
County,55139,FVDEYLCV,X1210,2025-2026,1737
County,55139,FVDEYLCV,X1S2,2025-2026,1354
County,55139,FVDEYLCV,X2N2,2025-2026,1456
County,55139,FVDEYLCV,X3R2,2025-2026,1493
County,55139,FVDEYLCV,X4T2,2025-2026,1554
County,55139,FVDEYLCV,X5T3,2025-2026,1554
County,55139,FVDEYLCV,X6T3,2025-2026,1487
County,55139,FVDEYLCV,X7T2,2025-2026,1600
County,55139,FVDEYLCV,X8T2,2025-2026,1599
County,55139,FVDEYLCV,X9T3,2025-2026,1600
Region,fox-valley,FVDEYLCV,,2025-2026,58321
Region,fox-valley,FVDEYLCV,A,2025-2026,3477
Region,fox-valley,FVDEYLCV,B,2025-2026,2523
Region,fox-valley,FVDEYLCV,ECO1,2025-2026,19362
Region,fox-valley,FVDEYLCV,EL1,2025-2026,3757
Region,fox-valley,FVDEYLCV,ENG3,2025-2026,54560
Region,fox-valley,FVDEYLCV,FEM3,2025-2026,25592
Region,fox-valley,FVDEYLCV,H,2025-2026,5851
Region,fox-valley,FVDEYLCV,K41,2025-2026,2910
Region,fox-valley,FVDEYLCV,KIN2,2025-2026,3547
Region,fox-valley,FVDEYLCV,MAL15,2025-2026,29683
Region,fox-valley,FVDEYLCV,NON10,2025-2026,7
Region,fox-valley,FVDEYLCV,NOT3,2025-2026,38807
Region,fox-valley,FVDEYLCV,P,2025-2026,390
Region,fox-valley,FVDEYLCV,P1,2025-2026,82
Region,fox-valley,FVDEYLCV,PK1,2025-2026,281
Region,fox-valley,FVDEYLCV,Q,2025-2026,3639
Region,fox-valley,FVDEYLCV,SWD1,2025-2026,9356
Region,fox-valley,FVDEYLCV,SWO1,2025-2026,48625
Region,fox-valley,FVDEYLCV,UNK3,2025-2026,152
Region,fox-valley,FVDEYLCV,UNK4,2025-2026,4
Region,fox-valley,FVDEYLCV,UNK6,2025-2026,340
Region,fox-valley,FVDEYLCV,UNK7,2025-2026,3039
Region,fox-valley,FVDEYLCV,Unknown,2025-2026,113749
Region,fox-valley,FVDEYLCV,W,2025-2026,45252
Region,fox-valley,FVDEYLCV,X1012,2025-2026,4501
Region,fox-valley,FVDEYLCV,X113,2025-2026,4648
Region,fox-valley,FVDEYLCV,X1210,2025-2026,4711
Region,fox-valley,FVDEYLCV,X1S2,2025-2026,3752
Region,fox-valley,FVDEYLCV,X2N2,2025-2026,3927
Region,fox-valley,FVDEYLCV,X3R2,2025-2026,4098
Region,fox-valley,FVDEYLCV,X4T2,2025-2026,4241
Region,fox-valley,FVDEYLCV,X5T3,2025-2026,4215
Region,fox-valley,FVDEYLCV,X6T3,2025-2026,4168
Region,fox-valley,FVDEYLCV,X7T2,2025-2026,4314
Region,fox-valley,FVDEYLCV,X8T2,2025-2026,4435
Region,fox-valley,FVDEYLCV,X9T3,2025-2026,4573
State,WI,FVDEYLCV,,2025-2026,791794
State,WI,FVDEYLCV,A,2025-2026,35005
State,WI,FVDEYLCV,B,2025-2026,69584
State,WI,FVDEYLCV,ECO1,2025-2026,311026
State,WI,FVDEYLCV,EL1,2025-2026,54400
State,WI,FVDEYLCV,ENG3,2025-2026,737373
State,WI,FVDEYLCV,Error,2025-2026,1583588
State,WI,FVDEYLCV,FEM3,2025-2026,383165
State,WI,FVDEYLCV,H,2025-2026,115838
State,WI,FVDEYLCV,K41,2025-2026,41390
State,WI,FVDEYLCV,KIN2,2025-2026,49342
State,WI,FVDEYLCV,MAL15,2025-2026,408235
State,WI,FVDEYLCV,NON10,2025-2026,394
State,WI,FVDEYLCV,NOT3,2025-2026,480761
State,WI,FVDEYLCV,P,2025-2026,7766
State,WI,FVDEYLCV,P1,2025-2026,658
State,WI,FVDEYLCV,PK1,2025-2026,4397
State,WI,FVDEYLCV,Q,2025-2026,45558
State,WI,FVDEYLCV,SWD1,2025-2026,127285
State,WI,FVDEYLCV,SWO1,2025-2026,664501
State,WI,FVDEYLCV,UNK3,2025-2026,7
State,WI,FVDEYLCV,UNK4,2025-2026,21
State,WI,FVDEYLCV,UNK6,2025-2026,8
State,WI,FVDEYLCV,W,2025-2026,517385
State,WI,FVDEYLCV,X1012,2025-2026,61967
State,WI,FVDEYLCV,X113,2025-2026,63346
State,WI,FVDEYLCV,X1210,2025-2026,66045
State,WI,FVDEYLCV,X1S2,2025-2026,51468
State,WI,FVDEYLCV,X2N2,2025-2026,52839
State,WI,FVDEYLCV,X3R2,2025-2026,54631
State,WI,FVDEYLCV,X4T2,2025-2026,56172
State,WI,FVDEYLCV,X5T3,2025-2026,56359
State,WI,FVDEYLCV,X6T3,2025-2026,56882
State,WI,FVDEYLCV,X7T2,2025-2026,57186
State,WI,FVDEYLCV,X8T2,2025-2026,57996
State,WI,FVDEYLCV,X9T3,2025-2026,61774
Zip code,53014,FVDEYLCV,,2025-2026,1038
Zip code,53014,FVDEYLCV,A,2025-2026,1
Zip code,53014,FVDEYLCV,B,2025-2026,9
Zip code,53014,FVDEYLCV,ECO1,2025-2026,380
Zip code,53014,FVDEYLCV,EL1,2025-2026,104
Zip code,53014,FVDEYLCV,ENG3,2025-2026,934
Zip code,53014,FVDEYLCV,Error,2025-2026,2067
Zip code,53014,FVDEYLCV,FEM3,2025-2026,489
Zip code,53014,FVDEYLCV,H,2025-2026,185
Zip code,53014,FVDEYLCV,K41,2025-2026,55
Zip code,53014,FVDEYLCV,KIN2,2025-2026,56
Zip code,53014,FVDEYLCV,MAL15,2025-2026,540
Zip code,53014,FVDEYLCV,NOT3,2025-2026,649
Zip code,53014,FVDEYLCV,PK1,2025-2026,4
Zip code,53014,FVDEYLCV,Q,2025-2026,32
Zip code,53014,FVDEYLCV,SWD1,2025-2026,178
Zip code,53014,FVDEYLCV,SWO1,2025-2026,851
Zip code,53014,FVDEYLCV,UNK3,2025-2026,9
Zip code,53014,FVDEYLCV,UNK6,2025-2026,9
Zip code,53014,FVDEYLCV,UNK7,2025-2026,9
Zip code,53014,FVDEYLCV,W,2025-2026,811
Zip code,53014,FVDEYLCV,X1012,2025-2026,101
Zip code,53014,FVDEYLCV,X113,2025-2026,87
Zip code,53014,FVDEYLCV,X1210,2025-2026,91
Zip code,53014,FVDEYLCV,X1S2,2025-2026,54
Zip code,53014,FVDEYLCV,X2N2,2025-2026,55
Zip code,53014,FVDEYLCV,X3R2,2025-2026,78
Zip code,53014,FVDEYLCV,X4T2,2025-2026,88
Zip code,53014,FVDEYLCV,X5T3,2025-2026,71
Zip code,53014,FVDEYLCV,X6T3,2025-2026,61
Zip code,53014,FVDEYLCV,X7T2,2025-2026,75
Zip code,53014,FVDEYLCV,X8T2,2025-2026,87
Zip code,53014,FVDEYLCV,X9T3,2025-2026,75
Zip code,53061,FVDEYLCV,,2025-2026,981
Zip code,53061,FVDEYLCV,A,2025-2026,8
Zip code,53061,FVDEYLCV,B,2025-2026,14
Zip code,53061,FVDEYLCV,ECO1,2025-2026,279
Zip code,53061,FVDEYLCV,EL1,2025-2026,40
Zip code,53061,FVDEYLCV,ENG3,2025-2026,941
Zip code,53061,FVDEYLCV,Error,2025-2026,1962
Zip code,53061,FVDEYLCV,FEM3,2025-2026,439
Zip code,53061,FVDEYLCV,H,2025-2026,83
Zip code,53061,FVDEYLCV,K41,2025-2026,41
Zip code,53061,FVDEYLCV,KIN2,2025-2026,61
Zip code,53061,FVDEYLCV,MAL15,2025-2026,525
Zip code,53061,FVDEYLCV,NOT3,2025-2026,702
Zip code,53061,FVDEYLCV,P,2025-2026,2
Zip code,53061,FVDEYLCV,PK1,2025-2026,8
Zip code,53061,FVDEYLCV,Q,2025-2026,21
Zip code,53061,FVDEYLCV,SWD1,2025-2026,175
Zip code,53061,FVDEYLCV,SWO1,2025-2026,806
Zip code,53061,FVDEYLCV,UNK7,2025-2026,17
Zip code,53061,FVDEYLCV,W,2025-2026,853
Zip code,53061,FVDEYLCV,X1012,2025-2026,79
Zip code,53061,FVDEYLCV,X113,2025-2026,85
Zip code,53061,FVDEYLCV,X1210,2025-2026,82
Zip code,53061,FVDEYLCV,X1S2,2025-2026,56
Zip code,53061,FVDEYLCV,X2N2,2025-2026,70
Zip code,53061,FVDEYLCV,X3R2,2025-2026,66
Zip code,53061,FVDEYLCV,X4T2,2025-2026,61
Zip code,53061,FVDEYLCV,X5T3,2025-2026,62
Zip code,53061,FVDEYLCV,X6T3,2025-2026,66
Zip code,53061,FVDEYLCV,X7T2,2025-2026,81
Zip code,53061,FVDEYLCV,X8T2,2025-2026,79
Zip code,53061,FVDEYLCV,X9T3,2025-2026,84
Zip code,53088,FVDEYLCV,,2025-2026,166
Zip code,53088,FVDEYLCV,A,2025-2026,1
Zip code,53088,FVDEYLCV,ECO1,2025-2026,10
Zip code,53088,FVDEYLCV,ENG3,2025-2026,166
Zip code,53088,FVDEYLCV,Error,2025-2026,332
Zip code,53088,FVDEYLCV,FEM3,2025-2026,79
Zip code,53088,FVDEYLCV,K41,2025-2026,6
Zip code,53088,FVDEYLCV,KIN2,2025-2026,7
Zip code,53088,FVDEYLCV,MAL15,2025-2026,87
Zip code,53088,FVDEYLCV,NOT3,2025-2026,69
Zip code,53088,FVDEYLCV,Q,2025-2026,3
Zip code,53088,FVDEYLCV,SWD1,2025-2026,30
Zip code,53088,FVDEYLCV,SWO1,2025-2026,136
Zip code,53088,FVDEYLCV,UNK3,2025-2026,87
Zip code,53088,FVDEYLCV,W,2025-2026,162
Zip code,53088,FVDEYLCV,X1012,2025-2026,16
Zip code,53088,FVDEYLCV,X113,2025-2026,13
Zip code,53088,FVDEYLCV,X1210,2025-2026,5
Zip code,53088,FVDEYLCV,X1S2,2025-2026,12
Zip code,53088,FVDEYLCV,X2N2,2025-2026,16
Zip code,53088,FVDEYLCV,X3R2,2025-2026,14
Zip code,53088,FVDEYLCV,X4T2,2025-2026,12
Zip code,53088,FVDEYLCV,X5T3,2025-2026,12
Zip code,53088,FVDEYLCV,X6T3,2025-2026,11
Zip code,53088,FVDEYLCV,X7T2,2025-2026,14
Zip code,53088,FVDEYLCV,X8T2,2025-2026,21
Zip code,53088,FVDEYLCV,X9T3,2025-2026,7
Zip code,54106,FVDEYLCV,,2025-2026,315
Zip code,54106,FVDEYLCV,A,2025-2026,9
Zip code,54106,FVDEYLCV,B,2025-2026,2
Zip code,54106,FVDEYLCV,ECO1,2025-2026,99
Zip code,54106,FVDEYLCV,EL1,2025-2026,5
Zip code,54106,FVDEYLCV,ENG3,2025-2026,310
Zip code,54106,FVDEYLCV,Error,2025-2026,630
Zip code,54106,FVDEYLCV,FEM3,2025-2026,157
Zip code,54106,FVDEYLCV,H,2025-2026,11
Zip code,54106,FVDEYLCV,K41,2025-2026,22
Zip code,54106,FVDEYLCV,KIN2,2025-2026,26
Zip code,54106,FVDEYLCV,MAL15,2025-2026,158
Zip code,54106,FVDEYLCV,NOT3,2025-2026,216
Zip code,54106,FVDEYLCV,P,2025-2026,1
Zip code,54106,FVDEYLCV,PK1,2025-2026,2
Zip code,54106,FVDEYLCV,Q,2025-2026,7
Zip code,54106,FVDEYLCV,SWD1,2025-2026,49
Zip code,54106,FVDEYLCV,SWO1,2025-2026,266
Zip code,54106,FVDEYLCV,W,2025-2026,285
Zip code,54106,FVDEYLCV,X1S2,2025-2026,30
Zip code,54106,FVDEYLCV,X2N2,2025-2026,34
Zip code,54106,FVDEYLCV,X3R2,2025-2026,27
Zip code,54106,FVDEYLCV,X4T2,2025-2026,32
Zip code,54106,FVDEYLCV,X5T3,2025-2026,35
Zip code,54106,FVDEYLCV,X6T3,2025-2026,34
Zip code,54106,FVDEYLCV,X7T2,2025-2026,34
Zip code,54106,FVDEYLCV,X8T2,2025-2026,39
Zip code,54110,FVDEYLCV,,2025-2026,946
Zip code,54110,FVDEYLCV,A,2025-2026,8
Zip code,54110,FVDEYLCV,B,2025-2026,8
Zip code,54110,FVDEYLCV,ECO1,2025-2026,292
Zip code,54110,FVDEYLCV,EL1,2025-2026,54
Zip code,54110,FVDEYLCV,ENG3,2025-2026,892
Zip code,54110,FVDEYLCV,Error,2025-2026,1890
Zip code,54110,FVDEYLCV,FEM3,2025-2026,442
Zip code,54110,FVDEYLCV,H,2025-2026,123
Zip code,54110,FVDEYLCV,K41,2025-2026,47
Zip code,54110,FVDEYLCV,KIN2,2025-2026,51
Zip code,54110,FVDEYLCV,MAL15,2025-2026,503
Zip code,54110,FVDEYLCV,NOT3,2025-2026,653
Zip code,54110,FVDEYLCV,P,2025-2026,4
Zip code,54110,FVDEYLCV,PK1,2025-2026,4
Zip code,54110,FVDEYLCV,Q,2025-2026,37
Zip code,54110,FVDEYLCV,SWD1,2025-2026,115
Zip code,54110,FVDEYLCV,SWO1,2025-2026,830
Zip code,54110,FVDEYLCV,UNK3,2025-2026,1
Zip code,54110,FVDEYLCV,UNK6,2025-2026,1
Zip code,54110,FVDEYLCV,UNK7,2025-2026,1
Zip code,54110,FVDEYLCV,W,2025-2026,766
Zip code,54110,FVDEYLCV,X1012,2025-2026,92
Zip code,54110,FVDEYLCV,X113,2025-2026,71
Zip code,54110,FVDEYLCV,X1210,2025-2026,81
Zip code,54110,FVDEYLCV,X1S2,2025-2026,60
Zip code,54110,FVDEYLCV,X2N2,2025-2026,51
Zip code,54110,FVDEYLCV,X3R2,2025-2026,56
Zip code,54110,FVDEYLCV,X4T2,2025-2026,69
Zip code,54110,FVDEYLCV,X5T3,2025-2026,64
Zip code,54110,FVDEYLCV,X6T3,2025-2026,76
Zip code,54110,FVDEYLCV,X7T2,2025-2026,71
Zip code,54110,FVDEYLCV,X8T2,2025-2026,83
Zip code,54110,FVDEYLCV,X9T3,2025-2026,70
Zip code,54113,FVDEYLCV,,2025-2026,378
