layer,geoid,topic,stratification,period,value
City or town,5559875,FVDEYLCV,A,2024-2025,7
City or town,5559875,FVDEYLCV,B,2024-2025,10
City or town,5559875,FVDEYLCV,H,2024-2025,77
City or town,5559875,FVDEYLCV,Q,2024-2025,39
City or town,5559875,FVDEYLCV,W,2024-2025,895
City or town,5559875,FVDEYLCV,X1S2,2024-2025,72
City or town,5559875,FVDEYLCV,K41,2024-2025,59
City or town,5559875,FVDEYLCV,KIN2,2024-2025,74
City or town,5559875,FVDEYLCV,PK1,2024-2025,10
City or town,5559875,FVDEYLCV,X1012,2024-2025,82
City or town,5559875,FVDEYLCV,X113,2024-2025,84
City or town,5559875,FVDEYLCV,X1210,2024-2025,73
City or town,5559875,FVDEYLCV,X9T3,2024-2025,78
City or town,5559875,FVDEYLCV,X6T3,2024-2025,72
City or town,5559875,FVDEYLCV,X7T2,2024-2025,64
City or town,5559875,FVDEYLCV,X8T2,2024-2025,87
City or town,5560500,FVDEYLCV,,2024-2025,9101
City or town,5560500,FVDEYLCV,AUT2,2024-2025,216
City or town,5560500,FVDEYLCV,NOT2,2024-2025,7545
City or town,5560500,FVDEYLCV,OTH52,2024-2025,235
City or town,5560500,FVDEYLCV,SIG1,2024-2025,179
City or town,5560500,FVDEYLCV,SPE3,2024-2025,252
City or town,5560500,FVDEYLCV,UNK2,2024-2025,223
City or town,5560500,FVDEYLCV,SWD1,2024-2025,1556
City or town,5560500,FVDEYLCV,SWO1,2024-2025,7545
City or town,5560500,FVDEYLCV,EL1,2024-2025,773
City or town,5560500,FVDEYLCV,ENG3,2024-2025,8327
City or town,5560500,FVDEYLCV,ECO1,2024-2025,4206
City or town,5560500,FVDEYLCV,NOT3,2024-2025,4895
City or town,5560500,FVDEYLCV,FEM3,2024-2025,2983
City or town,5560500,FVDEYLCV,UNK7,2024-2025,1549
City or town,5560500,FVDEYLCV,X1S2,2024-2025,595
City or town,5560500,FVDEYLCV,X2N2,2024-2025,653
City or town,5560500,FVDEYLCV,X3R2,2024-2025,625
City or town,5560500,FVDEYLCV,X4T2,2024-2025,645
City or town,5560500,FVDEYLCV,X5T3,2024-2025,614
City or town,5560500,FVDEYLCV,KIN2,2024-2025,582
City or town,5560500,FVDEYLCV,NOT4,2024-2025,8718
City or town,5560500,FVDEYLCV,A,2024-2025,715
City or town,5560500,FVDEYLCV,B,2024-2025,985
City or town,5560500,FVDEYLCV,H,2024-2025,757
City or town,5560500,FVDEYLCV,P1,2024-2025,3
City or town,5560500,FVDEYLCV,Q,2024-2025,808
City or town,5560500,FVDEYLCV,W,2024-2025,5798
City or town,5560500,FVDEYLCV,MAL15,2024-2025,4569
City or town,5560500,FVDEYLCV,SPE2,2024-2025,293
City or town,5560500,FVDEYLCV,P,2024-2025,35
City or town,5560500,FVDEYLCV,K41,2024-2025,489
City or town,5560500,FVDEYLCV,PK1,2024-2025,33
City or town,5560500,FVDEYLCV,EMO1,2024-2025,124
City or town,5560500,FVDEYLCV,INT7,2024-2025,34
City or town,5560500,FVDEYLCV,X6T3,2024-2025,663
City or town,5560500,FVDEYLCV,X7T2,2024-2025,671
City or town,5560500,FVDEYLCV,X8T2,2024-2025,642
City or town,5560500,FVDEYLCV,X1012,2024-2025,694
City or town,5560500,FVDEYLCV,X113,2024-2025,744
City or town,5560500,FVDEYLCV,X1210,2024-2025,763
City or town,5560500,FVDEYLCV,X9T3,2024-2025,688
City or town,5560500,FVDEYLCV,UNK4,2024-2025,1
City or town,5560500,FVDEYLCV,UNK9,2024-2025,383
City or town,5572725,FVDEYLCV,,2024-2025,1427
City or town,5572725,FVDEYLCV,AUT2,2024-2025,29
City or town,5572725,FVDEYLCV,EMO1,2024-2025,12
City or town,5572725,FVDEYLCV,NOT2,2024-2025,1197
City or town,5572725,FVDEYLCV,OTH52,2024-2025,39
City or town,5572725,FVDEYLCV,SPE2,2024-2025,54
City or town,5572725,FVDEYLCV,UNK2,2024-2025,26
City or town,5572725,FVDEYLCV,SWD1,2024-2025,230
City or town,5572725,FVDEYLCV,SWO1,2024-2025,1197
City or town,5572725,FVDEYLCV,EL1,2024-2025,19
City or town,5572725,FVDEYLCV,ENG3,2024-2025,1408
City or town,5572725,FVDEYLCV,ECO1,2024-2025,544
City or town,5572725,FVDEYLCV,NOT3,2024-2025,883
City or town,5572725,FVDEYLCV,FEM3,2024-2025,668
City or town,5572725,FVDEYLCV,MAL15,2024-2025,759
City or town,5572725,FVDEYLCV,X1012,2024-2025,141
City or town,5572725,FVDEYLCV,X113,2024-2025,145
City or town,5572725,FVDEYLCV,X1210,2024-2025,172
City or town,5572725,FVDEYLCV,X9T3,2024-2025,132
City or town,5572725,FVDEYLCV,NOT4,2024-2025,1427
City or town,5572725,FVDEYLCV,P,2024-2025,145
City or town,5572725,FVDEYLCV,A,2024-2025,10
City or town,5572725,FVDEYLCV,B,2024-2025,8
City or town,5572725,FVDEYLCV,H,2024-2025,111
City or town,5572725,FVDEYLCV,P1,2024-2025,1
City or town,5572725,FVDEYLCV,Q,2024-2025,121
City or town,5572725,FVDEYLCV,W,2024-2025,1031
City or town,5507725,FVDEYLCV,,2024-2025,345
City or town,5507725,FVDEYLCV,AUT2,2024-2025,8
City or town,5507725,FVDEYLCV,NOT2,2024-2025,298
City or town,5507725,FVDEYLCV,SPE2,2024-2025,8
City or town,5507725,FVDEYLCV,SPE3,2024-2025,21
City or town,5507725,FVDEYLCV,UNK2,2024-2025,10
City or town,5507725,FVDEYLCV,SWD1,2024-2025,47
City or town,5507725,FVDEYLCV,SWO1,2024-2025,298
City or town,5507725,FVDEYLCV,EL1,2024-2025,4
City or town,5507725,FVDEYLCV,ENG3,2024-2025,341
City or town,5507725,FVDEYLCV,ECO1,2024-2025,121
City or town,5507725,FVDEYLCV,NOT3,2024-2025,224
City or town,5507725,FVDEYLCV,FEM3,2024-2025,169
City or town,5507725,FVDEYLCV,MAL15,2024-2025,176
City or town,5507725,FVDEYLCV,X1S2,2024-2025,34
City or town,5507725,FVDEYLCV,X2N2,2024-2025,33
City or town,5507725,FVDEYLCV,X3R2,2024-2025,35
City or town,5507725,FVDEYLCV,X4T2,2024-2025,36
City or town,5507725,FVDEYLCV,X5T3,2024-2025,40
City or town,5507725,FVDEYLCV,X6T3,2024-2025,34
City or town,5507725,FVDEYLCV,X7T2,2024-2025,41
City or town,5507725,FVDEYLCV,X8T2,2024-2025,37
City or town,5507725,FVDEYLCV,K41,2024-2025,25
City or town,5507725,FVDEYLCV,KIN2,2024-2025,29
City or town,5507725,FVDEYLCV,PK1,2024-2025,1
City or town,5507725,FVDEYLCV,NOT4,2024-2025,345
City or town,5507725,FVDEYLCV,P,2024-2025,4
City or town,5507725,FVDEYLCV,A,2024-2025,7
City or town,5507725,FVDEYLCV,B,2024-2025,2
City or town,5507725,FVDEYLCV,H,2024-2025,12
City or town,5507725,FVDEYLCV,Q,2024-2025,8
City or town,5507725,FVDEYLCV,W,2024-2025,312
City or town,5572725,FVDEYLCV,SIG1,2024-2025,18
City or town,5572725,FVDEYLCV,SPE3,2024-2025,52
City or town,5572725,FVDEYLCV,X1S2,2024-2025,78
City or town,5572725,FVDEYLCV,X2N2,2024-2025,77
City or town,5572725,FVDEYLCV,X3R2,2024-2025,72
City or town,5572725,FVDEYLCV,X4T2,2024-2025,102
City or town,5572725,FVDEYLCV,X5T3,2024-2025,92
City or town,5572725,FVDEYLCV,K41,2024-2025,71
City or town,5572725,FVDEYLCV,KIN2,2024-2025,49
City or town,5572725,FVDEYLCV,PK1,2024-2025,12
City or town,5572725,FVDEYLCV,X6T3,2024-2025,103
City or town,5572725,FVDEYLCV,X7T2,2024-2025,84
City or town,5572725,FVDEYLCV,X8T2,2024-2025,97
City or town,5573625,FVDEYLCV,,2024-2025,725
City or town,5573625,FVDEYLCV,NOT2,2024-2025,630
City or town,5573625,FVDEYLCV,SIG1,2024-2025,21
City or town,5573625,FVDEYLCV,SPE2,2024-2025,23
City or town,5573625,FVDEYLCV,SPE3,2024-2025,27
City or town,5573625,FVDEYLCV,UNK2,2024-2025,24
City or town,5573625,FVDEYLCV,SWD1,2024-2025,95
City or town,5573625,FVDEYLCV,SWO1,2024-2025,630
City or town,5573625,FVDEYLCV,EL1,2024-2025,22
City or town,5573625,FVDEYLCV,ENG3,2024-2025,703
City or town,5573625,FVDEYLCV,ECO1,2024-2025,237
City or town,5573625,FVDEYLCV,NOT3,2024-2025,488
City or town,5573625,FVDEYLCV,FEM3,2024-2025,355
City or town,5573625,FVDEYLCV,MAL15,2024-2025,370
City or town,5573625,FVDEYLCV,X1S2,2024-2025,42
City or town,5573625,FVDEYLCV,X2N2,2024-2025,50
City or town,5573625,FVDEYLCV,X3R2,2024-2025,58
City or town,5573625,FVDEYLCV,X4T2,2024-2025,54
City or town,5573625,FVDEYLCV,X5T3,2024-2025,56
City or town,5573625,FVDEYLCV,X6T3,2024-2025,45
City or town,5573625,FVDEYLCV,X7T2,2024-2025,55
City or town,5573625,FVDEYLCV,X8T2,2024-2025,51
City or town,5573625,FVDEYLCV,K41,2024-2025,46
City or town,5573625,FVDEYLCV,KIN2,2024-2025,58
City or town,5573625,FVDEYLCV,PK1,2024-2025,2
City or town,5573625,FVDEYLCV,NOT4,2024-2025,725
City or town,5573625,FVDEYLCV,P,2024-2025,1
City or town,5573625,FVDEYLCV,B,2024-2025,4
City or town,5573625,FVDEYLCV,H,2024-2025,73
City or town,5573625,FVDEYLCV,Q,2024-2025,14
City or town,5573625,FVDEYLCV,W,2024-2025,633
City or town,5573625,FVDEYLCV,X1012,2024-2025,51
City or town,5573625,FVDEYLCV,X113,2024-2025,51
City or town,5573625,FVDEYLCV,X1210,2024-2025,57
City or town,5573625,FVDEYLCV,X9T3,2024-2025,49
City or town,5577400,FVDEYLCV,,2024-2025,192
City or town,5577400,FVDEYLCV,UNK2,2024-2025,161
City or town,5577400,FVDEYLCV,UNK6,2024-2025,152
City or town,5577400,FVDEYLCV,ENG3,2024-2025,191
City or town,5577400,FVDEYLCV,NOT3,2024-2025,192
City or town,5577400,FVDEYLCV,FEM3,2024-2025,98
City or town,5577400,FVDEYLCV,MAL15,2024-2025,94
City or town,5577400,FVDEYLCV,X1S2,2024-2025,18
City or town,5577400,FVDEYLCV,X2N2,2024-2025,16
City or town,5577400,FVDEYLCV,X3R2,2024-2025,15
City or town,5577400,FVDEYLCV,X4T2,2024-2025,11
City or town,5577400,FVDEYLCV,X5T3,2024-2025,11
City or town,5577400,FVDEYLCV,K41,2024-2025,13
City or town,5577400,FVDEYLCV,KIN2,2024-2025,15
City or town,5577400,FVDEYLCV,NOT4,2024-2025,192
City or town,5577400,FVDEYLCV,A,2024-2025,1
City or town,5577400,FVDEYLCV,W,2024-2025,188
City or town,5577400,FVDEYLCV,NOT2,2024-2025,31
City or town,5577400,FVDEYLCV,SWD1,2024-2025,9
City or town,5577400,FVDEYLCV,SWO1,2024-2025,31
City or town,5577400,FVDEYLCV,X6T3,2024-2025,14
City or town,5577400,FVDEYLCV,X7T2,2024-2025,19
City or town,5577400,FVDEYLCV,X8T2,2024-2025,7
City or town,5577400,FVDEYLCV,Q,2024-2025,2
City or town,5577400,FVDEYLCV,EL1,2024-2025,1
City or town,5577400,FVDEYLCV,X1012,2024-2025,13
City or town,5577400,FVDEYLCV,X113,2024-2025,5
City or town,5577400,FVDEYLCV,X1210,2024-2025,19
City or town,5577400,FVDEYLCV,X9T3,2024-2025,16
City or town,5577400,FVDEYLCV,H,2024-2025,1
City or town,5509725,FVDEYLCV,,2024-2025,965
City or town,5509725,FVDEYLCV,AUT2,2024-2025,11
City or town,5509725,FVDEYLCV,NOT2,2024-2025,848
City or town,5509725,FVDEYLCV,SPE2,2024-2025,32
City or town,5509725,FVDEYLCV,SPE3,2024-2025,29
City or town,5509725,FVDEYLCV,UNK2,2024-2025,33
City or town,5509725,FVDEYLCV,SWD1,2024-2025,116
City or town,5509725,FVDEYLCV,SWO1,2024-2025,848
City or town,5509725,FVDEYLCV,EL1,2024-2025,63
City or town,5509725,FVDEYLCV,ENG3,2024-2025,902
City or town,5509725,FVDEYLCV,ECO1,2024-2025,319
City or town,5509725,FVDEYLCV,NOT3,2024-2025,645
City or town,5509725,FVDEYLCV,FEM3,2024-2025,455
City or town,5509725,FVDEYLCV,MAL15,2024-2025,509
City or town,5509725,FVDEYLCV,X1S2,2024-2025,53
City or town,5509725,FVDEYLCV,X2N2,2024-2025,54
City or town,5509725,FVDEYLCV,X3R2,2024-2025,69
City or town,5509725,FVDEYLCV,X4T2,2024-2025,61
City or town,5509725,FVDEYLCV,X5T3,2024-2025,75
City or town,5509725,FVDEYLCV,K41,2024-2025,48
City or town,5509725,FVDEYLCV,KIN2,2024-2025,62
City or town,5509725,FVDEYLCV,PK1,2024-2025,4
City or town,5509725,FVDEYLCV,NOT4,2024-2025,964
City or town,5509725,FVDEYLCV,P,2024-2025,4
City or town,5509725,FVDEYLCV,A,2024-2025,4
City or town,5509725,FVDEYLCV,B,2024-2025,20
City or town,5509725,FVDEYLCV,H,2024-2025,125
City or town,5509725,FVDEYLCV,Q,2024-2025,45
City or town,5509725,FVDEYLCV,W,2024-2025,767
City or town,5509725,FVDEYLCV,X6T3,2024-2025,67
City or town,5509725,FVDEYLCV,X7T2,2024-2025,86
City or town,5509725,FVDEYLCV,X8T2,2024-2025,58
City or town,5509725,FVDEYLCV,EMO1,2024-2025,6
City or town,5509725,FVDEYLCV,OTH52,2024-2025,6
City or town,5509725,FVDEYLCV,X1012,2024-2025,71
City or town,5509725,FVDEYLCV,X113,2024-2025,80
City or town,5509725,FVDEYLCV,X1210,2024-2025,84
City or town,5509725,FVDEYLCV,X9T3,2024-2025,93
City or town,5509725,FVDEYLCV,UNK6,2024-2025,1
City or town,5509725,FVDEYLCV,UNK3,2024-2025,1
City or town,5509725,FVDEYLCV,UNK7,2024-2025,1
City or town,5509725,FVDEYLCV,UNK9,2024-2025,1
City or town,5587900,FVDEYLCV,,2024-2025,1740
City or town,5587900,FVDEYLCV,AUT2,2024-2025,8
City or town,5587900,FVDEYLCV,NOT2,2024-2025,1556
City or town,5587900,FVDEYLCV,SIG1,2024-2025,15
City or town,5587900,FVDEYLCV,SPE2,2024-2025,36
City or town,5587900,FVDEYLCV,SPE3,2024-2025,51
City or town,5587900,FVDEYLCV,UNK2,2024-2025,33
City or town,5587900,FVDEYLCV,SWD1,2024-2025,184
City or town,5587900,FVDEYLCV,SWO1,2024-2025,1556
City or town,5587900,FVDEYLCV,EL1,2024-2025,6
City or town,5587900,FVDEYLCV,ENG3,2024-2025,1734
City or town,5587900,FVDEYLCV,ECO1,2024-2025,356
City or town,5587900,FVDEYLCV,NOT3,2024-2025,1365
City or town,5587900,FVDEYLCV,FEM3,2024-2025,860
City or town,5587900,FVDEYLCV,MAL15,2024-2025,861
City or town,5587900,FVDEYLCV,X1S2,2024-2025,113
City or town,5587900,FVDEYLCV,X2N2,2024-2025,127
City or town,5587900,FVDEYLCV,X3R2,2024-2025,122
City or town,5587900,FVDEYLCV,X4T2,2024-2025,140
City or town,5587900,FVDEYLCV,X5T3,2024-2025,116
City or town,5587900,FVDEYLCV,K41,2024-2025,82
City or town,5587900,FVDEYLCV,KIN2,2024-2025,110
City or town,5587900,FVDEYLCV,PK1,2024-2025,13
City or town,5587900,FVDEYLCV,NOT4,2024-2025,1740
City or town,5587900,FVDEYLCV,P,2024-2025,4
City or town,5587900,FVDEYLCV,A,2024-2025,14
City or town,5587900,FVDEYLCV,B,2024-2025,11
City or town,5587900,FVDEYLCV,H,2024-2025,36
City or town,5587900,FVDEYLCV,P1,2024-2025,1
City or town,5587900,FVDEYLCV,Q,2024-2025,41
City or town,5587900,FVDEYLCV,W,2024-2025,1633
City or town,5587900,FVDEYLCV,UNK3,2024-2025,19
City or town,5587900,FVDEYLCV,UNK7,2024-2025,19
City or town,5587900,FVDEYLCV,X1012,2024-2025,107
City or town,5587900,FVDEYLCV,X113,2024-2025,150
City or town,5587900,FVDEYLCV,X1210,2024-2025,116
City or town,5587900,FVDEYLCV,X9T3,2024-2025,133
City or town,5587900,FVDEYLCV,INT7,2024-2025,8
City or town,5587900,FVDEYLCV,OTH52,2024-2025,33
City or town,5587900,FVDEYLCV,X6T3,2024-2025,137
City or town,5587900,FVDEYLCV,X7T2,2024-2025,144
City or town,5587900,FVDEYLCV,X8T2,2024-2025,130
